account_id,user_id,account_type,currency
232fdc91-613d-45b5-a2f8-5df82f9103aa,673bead8-c7ea-457a-ab93-987f4fb9ec56,checking,USD
6ac94ce3-373e-49ae-a6b1-abe5271d7206,b1df091e-09f3-4565-a433-344a440f3645,checking,JPY
d52ebcae-0ce9-4308-8d4d-2ce677a7be15,b1df091e-09f3-4565-a433-344a440f3645,checking,GBP
b45b9911-4944-4c76-8cf1-8355d22574dd,b1df091e-09f3-4565-a433-344a440f3645,checking,EUR
88898675-8e88-47c3-a780-67a779264257,db561daa-9f05-46cd-b31e-336c65654b95,investment,JPY
c0a02c32-9106-4e91-9c7c-2f80f47580a1,db561daa-9f05-46cd-b31e-336c65654b95,checking,EUR
f486c9a3-7135-45eb-8e78-ca4960d466a0,db561daa-9f05-46cd-b31e-336c65654b95,savings,USD
40b0cc98-ac0e-48cf-9531-130cc6237bb0,d3c04d63-3eb0-476b-af6e-cf9df5cb208f,savings,JPY
3ff4423f-ae9d-4992-a5ab-629520bcf5ef,2756c5e9-ba5c-438b-909c-17b130a056bf,investment,JPY
1b47f6c4-96c4-46c1-95f9-a13d1e7fa900,2756c5e9-ba5c-438b-909c-17b130a056bf,investment,JPY
bcb11fdf-c5c7-411a-b1a8-77b51eb6550e,5d9607d6-c6f3-466b-8712-d08a0e198e30,checking,GBP
e726a85f-6b86-4bd4-9a4a-37b2918553c1,e92fc2c7-8c71-4994-86d0-262ca376c2e2,savings,GBP
eb19cb96-feda-4226-86a6-7a15230a62ee,e92fc2c7-8c71-4994-86d0-262ca376c2e2,savings,GBP
58e07c16-9fde-4168-b8ef-c849011ec191,e92fc2c7-8c71-4994-86d0-262ca376c2e2,checking,GBP
fe5d9dcf-b6d5-46f1-9956-52cacba8c5b8,bbb55adc-18a6-4c9f-9a86-f478613100ae,checking,USD
7947773b-52f2-4073-a49c-a7d5d6fb3a6f,bbb55adc-18a6-4c9f-9a86-f478613100ae,checking,EUR
0072607d-cca7-4b95-b190-fe26fc602cce,bbb55adc-18a6-4c9f-9a86-f478613100ae,checking,GBP
6e12f0e8-24a3-4849-ad3d-248962c8171a,d32dace4-9b78-4980-9575-76695a845686,checking,USD
575358ea-eead-4fae-a569-05ffdfbdb538,34b9840e-7fef-45ea-beb7-dbedc63290b4,savings,GBP
083476d1-a375-426d-a3cb-06aa1432cdcf,34b9840e-7fef-45ea-beb7-dbedc63290b4,checking,GBP
ad098801-d620-43d2-acdb-d78071f18ee9,5a22cf04-0367-4872-a15d-f1940a578b1a,investment,JPY
7f34940e-10db-41bb-b17e-f29e58539dac,5a22cf04-0367-4872-a15d-f1940a578b1a,checking,GBP
2d4ce6ad-c10b-4d89-98f7-f3f72f20e250,5a22cf04-0367-4872-a15d-f1940a578b1a,checking,JPY
509e3b5b-ea10-4b17-bd05-392ed2faaf7f,db0d0791-c6bf-406d-a5b6-482490ad3cd8,investment,JPY
6db8db67-fb98-4b07-ac2a-0b97fa9cc819,db0d0791-c6bf-406d-a5b6-482490ad3cd8,investment,USD
7a60c554-44ef-46e3-a898-428b0a98663a,f567bf0d-762e-44a7-bb2d-38c137e0419a,investment,JPY
3141c7d3-dca1-4a18-ac08-61655cac161d,f567bf0d-762e-44a7-bb2d-38c137e0419a,investment,GBP
adc9f8e0-79b3-4897-8298-295a8116a281,c9051d45-35ed-4cb1-8b63-2fc84204fa76,savings,EUR
46272bc2-a591-41e9-990c-76f811efab43,c9051d45-35ed-4cb1-8b63-2fc84204fa76,checking,EUR
6f856740-9783-4484-8e2c-324a965c0a8d,c9051d45-35ed-4cb1-8b63-2fc84204fa76,investment,GBP
3044a7ba-3603-42c6-a922-1c602ac31a7f,f53a2f3c-876e-4ea4-a2cd-e1486d09d9ae,investment,GBP
e59a6080-70d6-48ba-bf32-7b0b645a4c58,f53a2f3c-876e-4ea4-a2cd-e1486d09d9ae,checking,GBP
aa1309b3-711b-4f64-84b5-0b786942fe84,f53a2f3c-876e-4ea4-a2cd-e1486d09d9ae,investment,EUR
79d38e10-eb01-4e31-b7b2-e1bd93befec7,7ff179f3-ebb2-4282-b6f7-08f077c8f21f,checking,JPY
9f25f883-38bf-4897-b90b-29d13594302c,7ff179f3-ebb2-4282-b6f7-08f077c8f21f,investment,GBP
ed390763-6822-49b4-9738-0acc5e260e0b,967f4a20-e326-487f-a672-71dcbae3611e,investment,GBP
1e201509-fdbf-40bc-b041-b759f2b1c479,967f4a20-e326-487f-a672-71dcbae3611e,checking,GBP
a045f92d-096f-4eeb-baba-202b76395f2e,967f4a20-e326-487f-a672-71dcbae3611e,savings,JPY
a9c8f5ac-52f5-41cc-9e94-a6a67208dc9a,e4768f06-b9ec-4f63-aba6-6ca344913507,investment,JPY
3f727b0d-9dba-4443-a35e-1761ce23f229,e4768f06-b9ec-4f63-aba6-6ca344913507,savings,USD
597a00a6-06c4-4a6f-97f4-d1606a43a857,e4768f06-b9ec-4f63-aba6-6ca344913507,savings,JPY
0f2e50aa-d188-4bc5-aa8c-6046e03523d4,767b8c9f-6568-4db6-9101-ce84e8687667,checking,EUR
8f46aaaa-bdd0-4bfc-ac03-6521729d525f,9b89bcb5-fe6a-4a53-a2f3-5d3627d2d041,investment,EUR
65c13451-98a1-4df3-b51f-3a675ab9f0b2,076765bd-10b0-4db3-a5b4-8b1388c9c9df,investment,GBP
e39a071f-baed-4dff-89d7-4437011aa2b3,076765bd-10b0-4db3-a5b4-8b1388c9c9df,savings,GBP
67f17fe3-42dd-4065-843c-81dc37943597,38c2e15c-7fb5-4cc7-aa27-5af5be79eff3,checking,EUR
09eaea8d-eac6-4642-95b0-27c04938fe84,38c2e15c-7fb5-4cc7-aa27-5af5be79eff3,savings,EUR
ed2a59ff-4c2e-4c48-92cd-da76a24bea90,38c2e15c-7fb5-4cc7-aa27-5af5be79eff3,checking,EUR
4f47696f-1a32-479d-a717-ec92cf421af9,8b83adc0-9a17-41e1-af60-0d67f0f58883,savings,EUR
9ef9c80c-26f8-4b44-9a7a-6affa08d99df,543dac9a-f81e-428d-b92e-d38008f891c5,checking,GBP
2d1defb4-5364-4fa0-97e6-8b3508ef8382,543dac9a-f81e-428d-b92e-d38008f891c5,investment,EUR
7abe818a-fe37-45d4-836f-f3c43650391a,543dac9a-f81e-428d-b92e-d38008f891c5,savings,JPY
10f96248-8bd0-430c-a581-618d1351569f,0a536abe-9e9c-473c-bce6-669df89692c5,savings,GBP
a8a78a1f-da30-4d20-80f3-8d8c9d3b27e6,0a536abe-9e9c-473c-bce6-669df89692c5,checking,USD
456a71ce-3daa-42d7-b7da-754e2f42e918,0a536abe-9e9c-473c-bce6-669df89692c5,investment,GBP
a7942069-dbbd-45a5-aa22-78d9cf83c3d8,2b2c1a0e-aec4-488d-ae1e-d5efa17def4e,savings,GBP
b719e0b3-120c-47cd-9adc-82e95f1dc36b,2b2c1a0e-aec4-488d-ae1e-d5efa17def4e,investment,GBP
2f44cda9-56d6-46d3-85c0-445a42e7d876,2b2c1a0e-aec4-488d-ae1e-d5efa17def4e,investment,JPY
be0b4f5d-c401-4016-8260-c338d2245d49,b2399cbb-43c1-4ea5-9963-6bc9face965c,checking,EUR
e021cb73-19b6-406b-9910-d47c03af1a44,b2399cbb-43c1-4ea5-9963-6bc9face965c,savings,USD
463c346e-c7cd-4e56-9a37-423c0b269b91,ffa80190-a0ff-4107-9bab-b0fa74384b03,investment,JPY
5a77d46d-4baa-4cea-95e9-62775c30d1f6,ffa80190-a0ff-4107-9bab-b0fa74384b03,investment,JPY
0bb1ec9a-4b16-46a9-972a-907315736e21,ffa80190-a0ff-4107-9bab-b0fa74384b03,investment,USD
a8ea80ea-ef5e-405a-998d-499ac2e9c779,f33d7df6-e02d-4b9f-a696-89b1d529a3de,investment,GBP
2e104e3e-5126-4e3c-89ec-2f76f61c294f,f33d7df6-e02d-4b9f-a696-89b1d529a3de,investment,EUR
c66e3fd6-65b0-43d1-b8e0-0b01e29b5774,d2b886bd-c373-473e-b9a8-da04d6b776d0,investment,JPY
37ad55a7-e590-4e02-b547-c1271b7d8ee5,d2b886bd-c373-473e-b9a8-da04d6b776d0,savings,EUR
f8708c61-b2f0-4535-9ba5-12f33cbff430,d2b886bd-c373-473e-b9a8-da04d6b776d0,savings,JPY
2f5889d9-32e6-41d2-8375-32e399f3d0cf,34442f07-6906-433c-b4ca-2583bedb94bb,investment,EUR
5c5caaf9-fefc-41a9-ba10-a71fda013c35,34442f07-6906-433c-b4ca-2583bedb94bb,savings,EUR
459434ac-0f2e-40e3-8443-5b61018729db,34442f07-6906-433c-b4ca-2583bedb94bb,savings,EUR
cf18296d-53eb-4b2d-8064-82cea42430ed,fa972f39-4c04-496b-9c80-7a43d045520e,investment,JPY
df24c25f-c87e-4ea3-b974-fbaf15461edc,e5465b08-7ead-41c5-9245-d05e17bc9bf6,investment,USD
170078b2-e382-43a9-aa04-644d95154639,9a188d21-49c6-4520-bd0f-a7ef87a7ead0,investment,USD
15bf405a-924f-4cd2-87df-0bf1bdb959b7,9a188d21-49c6-4520-bd0f-a7ef87a7ead0,savings,JPY
95ea9623-f72a-4ac6-b034-650f47607e1a,ca7b4013-e3e1-4560-8f5c-53ecd968100c,savings,EUR
d52a9f1e-b430-4539-925c-e5b9cda47681,15ad63a5-1ea0-4344-9528-d4bff0d7a5dc,investment,USD
3b6809af-67a0-4338-bdc7-75d17b3f8308,1d27875c-6ca4-4350-bdc6-a7a841bc422c,checking,EUR
15f31b51-4fdc-46ff-9fce-37c5e7f1d712,1d27875c-6ca4-4350-bdc6-a7a841bc422c,checking,USD
73bc54d5-7eb4-4bee-ae98-25ece14e515d,254e49af-aa9f-4e9c-a34e-41cc7f74118c,savings,USD
b1a10a3b-1bf4-458c-946d-703ac428d4a7,254e49af-aa9f-4e9c-a34e-41cc7f74118c,savings,JPY
282b373c-599d-46c1-88f2-dee7675e5140,9cef89e4-a028-4884-882c-0362c1aad3ea,checking,JPY
be286096-7804-47a8-9ea6-373a6812edde,7125ed5d-1f46-49c9-b54c-17e50af17fa3,checking,JPY
fab89d35-2af7-4798-9f8e-716e370b2d3f,7125ed5d-1f46-49c9-b54c-17e50af17fa3,investment,EUR
c0399743-bc61-4e48-81e0-fef4109aa858,4d97c550-aa85-40c6-a8a5-0e14ebb47b74,investment,USD
c7b0efd9-981a-45d1-a84e-eebf05fbc937,85eaae2c-9467-47ae-ad2d-2d00baf6733d,checking,USD
42f90c56-b2bd-4891-94d1-cb098361a24c,85eaae2c-9467-47ae-ad2d-2d00baf6733d,savings,EUR
37f17c73-e3b9-473c-b9b4-0cce152730fe,e9ddce40-c433-46b0-a99f-99dfa693487c,investment,JPY
628a8598-1406-4ea2-afd5-a8764f5d6da4,e9ddce40-c433-46b0-a99f-99dfa693487c,investment,EUR
4001c084-7367-4533-a7c6-3a333d6d5fe7,e9ddce40-c433-46b0-a99f-99dfa693487c,savings,GBP
578ee9c3-103b-4e7d-8363-f76cc940a16a,d7fbf109-b179-4cd4-991f-2012b74adf9e,investment,EUR
4e3374ef-7f40-4bd5-88cb-660e0a84ba12,d7fbf109-b179-4cd4-991f-2012b74adf9e,savings,GBP
673aca3e-db22-4ae0-b323-d192f29c1f5d,35187cd3-73ea-4524-b44c-8e59557d0894,checking,JPY
cfd85e36-3e6d-45cc-a618-6ec0ce3df096,35187cd3-73ea-4524-b44c-8e59557d0894,checking,EUR
da918187-8cfb-4835-89a0-e35540ea9d4d,943c27a2-a67f-4c86-8165-756ed83d4bda,checking,EUR
b1787e7d-8dd2-4ebf-b936-cb18673eb831,943c27a2-a67f-4c86-8165-756ed83d4bda,checking,JPY
a7d7c30f-522b-4a9d-91f4-4967b96fa107,943c27a2-a67f-4c86-8165-756ed83d4bda,investment,GBP
6d65d619-d2f6-4617-9bdc-e0f554c8c562,433a589a-8869-4a86-96b6-4cf528099f05,savings,JPY
9c7b53ab-14d7-43cd-a839-8efbbe744da2,98c550f5-7d89-42cb-8d90-4b25dd161a04,investment,JPY
1cd75b44-ca09-4a40-a841-914029977393,98c550f5-7d89-42cb-8d90-4b25dd161a04,checking,EUR
6503374a-0ec2-455b-b123-02731b864639,67e8fb06-c369-4f78-9f4b-23ced4c1886d,investment,EUR
012bff8a-31da-4ff3-91e9-69c396281f7e,67e8fb06-c369-4f78-9f4b-23ced4c1886d,checking,JPY
e32b8f33-2ae9-4575-bbee-a3f7d9be2037,ad88f945-442d-43ba-9c11-0519eb247a6b,checking,JPY
a9e62f4c-c6a0-4ae2-84dd-edc9409a7abf,a872f156-9437-4143-b614-b801f03a35fb,checking,USD
55c6cd19-c73a-4523-87bf-87f045d35320,a872f156-9437-4143-b614-b801f03a35fb,investment,EUR
1fb9e6f4-89eb-4b54-80dc-4dd74d98313a,f3ec2759-afa6-4f6e-96df-ae4e13e40948,savings,JPY
066bdf54-d460-4bb7-a642-a30b5c4dc9c4,dbec0220-c8b7-4b7d-a78c-cc62d1287044,investment,EUR
fd41d3af-a2aa-4a42-907a-f85d4a589c47,dbec0220-c8b7-4b7d-a78c-cc62d1287044,checking,EUR
e3a06bcc-be58-4a8b-8d28-f28f8e593636,265e52e1-29fa-4fbd-9d0f-ba821c43f70e,checking,USD
a7423805-91df-470c-82b8-6fc70c682acc,265e52e1-29fa-4fbd-9d0f-ba821c43f70e,savings,GBP
109f43c0-1722-44a0-a539-5406b46cff8a,265e52e1-29fa-4fbd-9d0f-ba821c43f70e,savings,USD
254dc0af-88bd-4f85-af82-7ba742309319,897820cd-fab8-4396-8c38-cf691ad5511a,checking,USD
bd1bb74d-f075-46be-b107-1150d916f794,897820cd-fab8-4396-8c38-cf691ad5511a,checking,USD
d2cba695-14bd-4718-b08f-ad4260356601,897820cd-fab8-4396-8c38-cf691ad5511a,savings,JPY
f5b1b3fb-e4c3-4e26-a133-6b73bbc9f76e,6d6a5cd3-9b88-4938-a6b2-78588552ffb9,savings,USD
efdff4b6-8826-4382-a8bb-e680de587a1c,6d6a5cd3-9b88-4938-a6b2-78588552ffb9,investment,USD
97f0cfe3-6730-4bdf-af69-d121e0c8fe8f,6d6a5cd3-9b88-4938-a6b2-78588552ffb9,savings,USD
a5083b50-67a1-4ce9-ad0c-6d2b9dedbd40,54ce127b-4d36-45a0-a945-0f1a2943c61e,checking,GBP
854ed884-2d86-4430-94aa-f986ac86fcef,54ce127b-4d36-45a0-a945-0f1a2943c61e,savings,JPY
5de2e1c7-5de8-40d2-b316-fccd1096b2f8,f30450b8-1ccf-4730-934d-9f9d1aa8d414,savings,EUR
706cb560-df81-4d32-9490-449fbde9c548,f30450b8-1ccf-4730-934d-9f9d1aa8d414,savings,USD
d1e40ae2-8106-4c8c-aa4f-b542c0c8294f,075ed794-5879-4e54-a381-0f2741b02318,checking,GBP
a17044de-8bd6-4ae2-8c98-2803c7018036,075ed794-5879-4e54-a381-0f2741b02318,checking,EUR
5e5047c2-ff4f-4675-a117-57633f63c008,075ed794-5879-4e54-a381-0f2741b02318,checking,USD
8a7df845-258e-4175-ba13-9707717aaf23,2964ba35-24df-49b8-ae85-754ec18dc1c8,savings,EUR
5a05db03-e802-4af3-b674-49e2a86d6e61,af45503e-d9d1-4905-acf1-969f0800f9d3,checking,JPY
850bb20f-0ae4-4579-ab2e-eef19995b686,94ec3485-108f-4607-b73d-973bf3026fcd,checking,JPY
112f41d1-a92b-4f2f-90e4-99bb65c9c5d8,94ec3485-108f-4607-b73d-973bf3026fcd,checking,JPY
db91c762-37fe-43c8-859b-1dba5871b1b9,94ec3485-108f-4607-b73d-973bf3026fcd,savings,EUR
8c493196-b341-4289-970b-e6d903d69f3b,31188bda-474d-49fe-8aa1-011c59f6206a,checking,USD
cbbcadc7-298a-43fb-b32c-5333539dcd2d,31188bda-474d-49fe-8aa1-011c59f6206a,investment,JPY
f654377f-1253-4ec4-b12e-77a2369ad6e4,31188bda-474d-49fe-8aa1-011c59f6206a,savings,EUR
d6da1250-5c91-435e-a780-8e30624a0c52,4ee5f2e4-12b6-4066-85a9-e128f401c289,checking,JPY
6a3a2b07-78dc-48ff-a6de-883af7142104,4ee5f2e4-12b6-4066-85a9-e128f401c289,savings,JPY
a5fd3290-8146-4187-acc2-3fe6b2a374f3,4ee5f2e4-12b6-4066-85a9-e128f401c289,savings,GBP
0b304a8c-7e63-4d9f-81ed-2d2ec2b85f69,0cbfa883-edd8-4ae4-b277-6b863bb62791,savings,GBP
62ef0ead-a50f-46d5-b8ff-10706ad8aa15,b182fbaa-c4a1-488e-a2fe-ea5d9ea51da2,checking,GBP
98109c15-8109-4c66-8b72-3326dd5fdbaf,b182fbaa-c4a1-488e-a2fe-ea5d9ea51da2,investment,USD
95ac76ce-6e05-465c-ab0a-b04a6d3c1b9d,b182fbaa-c4a1-488e-a2fe-ea5d9ea51da2,savings,USD
2c88a53c-b6d0-4f3e-880d-57a694e5cfa6,e220c19d-d785-4253-89cf-8c829d90d3fc,savings,GBP
6986f22b-aca5-4b74-9d66-e1cfb30d955b,c9c57037-0546-4552-bac1-5002c006d676,investment,JPY
abf99b2e-a094-4171-8804-e173fcc34fc8,c9c57037-0546-4552-bac1-5002c006d676,investment,USD
3db7e119-724c-413f-b764-33f1cf5dfa9c,b6287e5c-302f-40ac-915d-f814f02caf04,checking,GBP
b7fda612-20c6-4172-85d2-871b4f464a4d,b6287e5c-302f-40ac-915d-f814f02caf04,investment,EUR
08fa8198-54fc-459e-aec3-a84617b7627e,b6287e5c-302f-40ac-915d-f814f02caf04,checking,GBP
0f08bdbb-7cbc-45d1-98d3-31cc6b003918,4819cd90-9adb-488c-a366-09980d6d687e,savings,USD
5871ed87-fa89-4592-854e-ce4e6d6369a8,4819cd90-9adb-488c-a366-09980d6d687e,investment,JPY
fbb04f3d-3a5f-4b9b-908a-7584ca675546,4819cd90-9adb-488c-a366-09980d6d687e,savings,EUR
69e6748e-bd5f-4a0e-8805-3d861cb1593b,f7d47436-46c5-4185-beeb-bca44e569c43,savings,GBP
9d93f64f-b59f-43e9-b56a-7b11af39b431,f7d47436-46c5-4185-beeb-bca44e569c43,checking,EUR
bb00467b-932b-4a12-a0fe-d3d337f37c6d,473203b7-f17e-487d-8e1e-040b73788d39,savings,EUR
363c216c-15dc-4406-bd4a-a598f23261f3,473203b7-f17e-487d-8e1e-040b73788d39,investment,EUR
69f67d70-d8c7-436d-a3a7-d1511e50de8c,10f246ea-97ce-4ed5-aee2-eab9e6943fb7,investment,JPY
1ac5c91b-4112-4527-81e6-ab624439b329,10f246ea-97ce-4ed5-aee2-eab9e6943fb7,savings,JPY
3b9b5c8c-10c1-43b1-8f58-b6f65d083836,10f246ea-97ce-4ed5-aee2-eab9e6943fb7,savings,EUR
d285b34e-b0f8-4bab-b169-118e4b30346a,1bfddcdf-5a22-4ee2-b6d3-b6f7a15bd786,savings,JPY
023def19-e1ae-4368-854d-d75fd092a42a,1bfddcdf-5a22-4ee2-b6d3-b6f7a15bd786,savings,EUR
55546c6b-0422-464a-ad06-bbace9a66eab,1bfddcdf-5a22-4ee2-b6d3-b6f7a15bd786,checking,JPY
7d4aeea2-f02b-41aa-9832-88df4cd699b8,1d532c17-11f8-4cae-bd19-c2d5dffce5d9,investment,JPY
660f1f5e-dd46-4c0f-9a66-c441f829adee,08e85002-3c08-492f-856c-f1735444ed89,checking,JPY
4e2518d5-7a03-4268-90eb-424569095f00,08e85002-3c08-492f-856c-f1735444ed89,checking,JPY
919e7a38-0de9-4de0-857f-908e1043ed41,958955fe-263f-4968-88e2-6b9d19d8aebc,savings,USD
f6155515-0e4b-4028-a780-d4edec6d22e2,958955fe-263f-4968-88e2-6b9d19d8aebc,savings,USD
208f37ba-5e81-4f6b-88d3-7e75f77ca1a7,396934b2-603d-454d-a2ed-b2c336d30fc8,savings,USD
abd4526d-0800-4e6a-8a3a-437c790e621c,396934b2-603d-454d-a2ed-b2c336d30fc8,savings,EUR
8737dad6-31fe-4876-9bf7-599ef93ee062,f0d08f8a-b5f2-4e1a-93b6-4f2daa1e218e,savings,GBP
0c6a4552-1b7d-4b26-bd26-f0b8a84f6db6,fb99eb58-1474-4325-a972-7135fdad4719,savings,GBP
6488e133-30bf-4c21-a698-34f46da8970c,71005084-0dfa-4296-b5fd-10cc6586f665,savings,EUR
1bcf49fa-0dc5-4bf7-a11c-e7e6fb1a2dd8,c2c9a05e-a9dc-467c-92ba-b443505a7ab0,investment,EUR
5260a30e-9dc8-4c6e-8cbd-da28996cf305,c2c9a05e-a9dc-467c-92ba-b443505a7ab0,checking,GBP
55096f9a-c576-4fc6-afb7-af913c36cc9b,c2c9a05e-a9dc-467c-92ba-b443505a7ab0,investment,GBP
1c43803c-7645-405b-977d-6bcfe4883d99,804694ca-82f0-4be5-8cd6-86eab740199b,investment,GBP
8900cddd-9318-4780-a3ff-54ef6ae57d47,804694ca-82f0-4be5-8cd6-86eab740199b,investment,GBP
3d41df99-ed48-42c7-b3a5-b348b4604c09,c3cb36df-498d-4992-aee2-c35e0ef85d53,investment,EUR
9814f3db-d386-40f6-b9d6-c42fefc55e96,243e20f3-5841-4595-aa43-79bbcf97e0ff,checking,EUR
a0663fe1-742c-4f2d-9704-8a9054d69087,243e20f3-5841-4595-aa43-79bbcf97e0ff,checking,EUR
608453d6-ef94-4cb5-898f-2f4c5b0b2fff,243e20f3-5841-4595-aa43-79bbcf97e0ff,investment,USD
34d50209-fafe-4d55-957e-e965c0c57d42,08b05668-4e87-44b1-83bf-7ea44a9b434b,investment,EUR
7ca0a582-8cdc-47a6-8d9f-ce6c82e0b50b,5573771f-6567-4bfb-8b93-f9a2df9992bc,investment,EUR
3e65422b-69f9-434c-ade5-1475682bf0f8,5573771f-6567-4bfb-8b93-f9a2df9992bc,investment,GBP
2d928b5b-73bb-445d-a104-f490bee5a726,4039084d-cddf-42cd-8ec2-0ecd396b3a28,investment,USD
95cbc566-2743-46b9-84ca-ed936ef7ed08,4039084d-cddf-42cd-8ec2-0ecd396b3a28,checking,EUR
c13a1b57-5fa7-469d-b4db-b098cecf74e0,c1e22a8c-7eea-4044-8e58-c6f841e2a267,investment,JPY
85371c2a-8fa1-4169-b20a-fd6291608cb4,6d3ddb74-7d8e-425a-9c31-239248014cad,savings,JPY
c2253c2d-e089-4807-b2d8-da4af4866c8d,823f3590-1890-4e6f-ad0d-f22d62af0c51,investment,USD
3b4e8599-8b42-42f8-aac5-8f80190b6c18,823f3590-1890-4e6f-ad0d-f22d62af0c51,investment,JPY
174cf191-4e96-48cb-8c41-52867a47903d,823f3590-1890-4e6f-ad0d-f22d62af0c51,checking,JPY
01279c46-4334-4aad-85e9-aa0793715988,48d5e662-0f71-486b-86d9-badc83a2d859,savings,USD
bee8dcf4-e0b0-4768-bc50-f270e071f4a3,48d5e662-0f71-486b-86d9-badc83a2d859,investment,USD
3c0750fc-b5bf-4261-9d6c-b6430e9ab52a,55aca230-08f8-4af0-ac20-3c10d3ed85ca,investment,GBP
5f5f0b8f-0a56-4c7b-be38-9039dafaddc8,ff8aa7a4-3eb0-4d21-9e43-f018da4d2ef2,savings,EUR
f57e3daa-9acd-4e54-a018-ad2861b33a74,ff8aa7a4-3eb0-4d21-9e43-f018da4d2ef2,checking,EUR
a77e3c1e-e254-457c-a5f5-8e8073faef4f,f0cea7ec-d08c-4fea-a5b5-7c0022a370fc,checking,EUR
5206fd50-2d34-45b1-9444-c12c046e3729,f0cea7ec-d08c-4fea-a5b5-7c0022a370fc,investment,EUR
55b8372a-de91-440a-8c47-c63bb0dc685a,8ef2543b-9514-4612-9576-bc3454db276a,checking,USD
d31eb754-1b7a-42fd-a272-a3860525d83b,31a5286c-c223-49ec-b2f5-8af3a6ac69cd,checking,USD
ebfde5a2-d68a-44f6-951d-b4f167bc7981,345c1059-64a7-4b70-97ca-110bb3ed453c,investment,JPY
1e7c34b5-6000-43e8-875a-c1139f516d05,345c1059-64a7-4b70-97ca-110bb3ed453c,savings,EUR
1c8b1702-b763-4584-aea0-0884ea29489e,345c1059-64a7-4b70-97ca-110bb3ed453c,investment,EUR
018121f7-58cf-48d1-96d3-0e68d47bf8f5,579efa99-d5e3-4940-8896-9742959a93d3,savings,JPY
e62f94c4-60e7-4d32-8386-db18b9002c43,579efa99-d5e3-4940-8896-9742959a93d3,savings,GBP
26195c4a-cae4-4f5d-975d-c8bb41edd9f5,36ab163f-762d-465e-814d-b9d9b3d31ed5,checking,EUR
36e7586f-0f6d-48e1-8324-88d85334fd01,111c5b82-0ff3-454d-bc92-4625ea76996d,savings,EUR
6478f43d-9262-49f5-99a4-fa76ca72306c,604f0255-b07d-4d71-8fca-743eb9cbd4bb,investment,USD
4ecb2257-de2b-473d-a74d-65a468f95da7,02363385-500f-4a4a-95a3-6d1b1d0a7c8a,investment,JPY
0e0563e8-aa88-49da-8f11-d5bbb48820da,bb36690f-a777-48b8-ad96-5b3774d63d7d,investment,USD
49995b0c-75a1-4d3d-a40a-572a39538d22,bb36690f-a777-48b8-ad96-5b3774d63d7d,investment,JPY
f2db4186-53f3-4119-9b4c-fbcb3f5711d4,bb36690f-a777-48b8-ad96-5b3774d63d7d,investment,GBP
d087e5a6-b8e5-4723-9fa5-e9c4e6550f9c,818fe027-c81f-4f52-af5a-bcccbb0dd9a8,savings,USD
e8852a64-9867-499b-89b8-ccd8d5aac75a,818fe027-c81f-4f52-af5a-bcccbb0dd9a8,savings,GBP
