event_id,logical_tx_id,processor_reference,src_account_id,dest_account_id,merchant_id,amount,fee_amount,currency,tx_type,event_status,event_time,ingested_at
2f788821-20f8-4d84-bd61-44fd85388056,00551718-a126-49e6-b916-70c10311c8e8,00551718a126-settled,d16b8230-6c3c-4cda-874c-b43ca865962e,03dddf08-70c5-4662-abf8-67b5bde457eb,\N,689.43,2.76,USD,transfer,settled,2025-01-20 08:10:00,2025-01-20 08:16:21
1eb366a9-14b0-4dbf-a632-d3ad494aeb25,0056ebe1-19ff-4661-963a-bf7813578169,0056ebe119ff-pending,cee01304-e6af-4100-a804-239434b70c26,\N,15047727-18d1-4b87-a8c0-51c376d29172,149.15,0.0,USD,card_purchase,pending,2026-03-05 13:32:00,2026-03-05 13:38:20
aa5836ca-ae77-494c-b4d5-08370129c4a8,0056ebe1-19ff-4661-963a-bf7813578169,0056ebe119ff-settled,cee01304-e6af-4100-a804-239434b70c26,\N,15047727-18d1-4b87-a8c0-51c376d29172,149.15,2.68,USD,card_purchase,settled,2026-03-05 17:08:00,2026-03-05 17:09:47
a0f6ff9a-a2d7-4e9b-b7bc-4f399775480b,005a6add-fc5d-4629-ad21-083580332ba4,005a6addfc5d-pending,789f0912-758c-4373-bec5-7ed1250d4b3c,\N,53859f5e-c7f1-479c-be33-80da65ee0d00,15.38,0.0,USD,card_refund,pending,2026-03-26 09:51:00,2026-03-26 09:59:50
70a070f1-660d-4f0d-977c-80302e619daa,005a6add-fc5d-4629-ad21-083580332ba4,005a6addfc5d-settled,789f0912-758c-4373-bec5-7ed1250d4b3c,\N,53859f5e-c7f1-479c-be33-80da65ee0d00,15.38,0.09,USD,card_refund,settled,2026-03-26 13:56:00,2026-03-26 13:57:41
3cd184a7-151b-41f2-8d70-062eb1d0e14e,00634bc0-13b6-4fa7-addb-2458836974ce,00634bc013b6-pending,f0ac7c43-5f0f-49b4-9ec5-83253a43c3ec,\N,e17e4c03-654d-4a5a-9a51-073b517cc851,258.21,0.0,USD,card_purchase,pending,2024-12-03 22:42:00,2024-12-03 22:46:21
427fb385-c141-4194-a555-922a285d038c,00634bc0-13b6-4fa7-addb-2458836974ce,00634bc013b6-settled,f0ac7c43-5f0f-49b4-9ec5-83253a43c3ec,\N,e17e4c03-654d-4a5a-9a51-073b517cc851,258.21,4.65,USD,card_purchase,settled,2024-12-04 01:04:00,2024-12-04 01:10:13
c82f20d6-26ac-44c9-acc7-248b821ab70d,0063a313-cbff-4134-923e-918bf39b7b2d,0063a313cbff-pending,02d4a213-4c60-4d89-a75a-b5abc503549b,\N,323ef8cf-a9e6-4bbc-8133-38cb4ac3a43f,184.08,0.0,USD,card_purchase,pending,2024-08-05 16:03:00,2024-08-05 16:09:44
88bc4746-07da-4d57-a4ea-990cd5f64bd1,0063a313-cbff-4134-923e-918bf39b7b2d,0063a313cbff-settled,02d4a213-4c60-4d89-a75a-b5abc503549b,\N,323ef8cf-a9e6-4bbc-8133-38cb4ac3a43f,184.08,3.31,USD,card_purchase,settled,2024-08-05 18:02:00,2024-08-05 18:06:41
1d86f9db-9cb1-47c8-8d89-d0f80895b0a3,006dee68-a848-49da-b284-84b1a3984d4c,006dee68a848-pending,8efa7e71-9927-463b-a60f-759962b90325,\N,66d217d3-8654-4c51-835a-b5a4b1373cba,96.77,0.0,USD,card_purchase,pending,2025-06-19 07:58:00,2025-06-19 08:05:41
9eb3bb3d-6b75-43d3-bb33-5468d70d176b,006dee68-a848-49da-b284-84b1a3984d4c,006dee68a848-settled,8efa7e71-9927-463b-a60f-759962b90325,\N,66d217d3-8654-4c51-835a-b5a4b1373cba,96.77,1.74,USD,card_purchase,settled,2025-06-19 09:26:00,2025-06-19 09:29:21
8918aa8c-9d7b-4169-805e-184077b949d3,00734668-5956-494a-85c8-0879b9154e7f,007346685956-pending,042fc059-c10c-4f95-a39b-3fd50976e6af,d598f747-f9db-46be-94c9-6e209d81086f,\N,947.82,0.0,USD,transfer,pending,2024-11-12 10:38:00,2024-11-12 10:39:34
0f89ea49-a62b-4d4b-a41b-5a90a62b95e0,00734668-5956-494a-85c8-0879b9154e7f,007346685956-settled,042fc059-c10c-4f95-a39b-3fd50976e6af,d598f747-f9db-46be-94c9-6e209d81086f,\N,947.82,3.79,USD,transfer,settled,2024-11-12 11:05:00,2024-11-12 11:13:48
a19c5b69-b2bb-4972-ac1f-0166da5286b8,008432c8-ee74-41b5-b9d2-e09cd72832d7,008432c8ee74-pending,5b9e903d-08ab-4268-89ac-22d8ca2661e7,\N,\N,876.3,0.0,EUR,cash_out,pending,2024-11-29 21:25:00,2024-11-29 21:29:25
a9b7183a-8a76-4085-a9b7-2498504edb01,008432c8-ee74-41b5-b9d2-e09cd72832d7,008432c8ee74-settled,5b9e903d-08ab-4268-89ac-22d8ca2661e7,\N,\N,876.3,10.52,EUR,cash_out,settled,2024-11-29 23:19:00,2024-11-29 23:20:49
3abd100e-bd4e-48a3-b8b5-d6d598486555,008b8a04-3b43-40ae-af3b-ddebf5ddd358,008b8a043b43-pending,85380935-5d1f-4548-9532-efabf6ccba4a,\N,783fe5b8-6598-4e2f-9dee-2b39b9405c17,47.41,0.0,USD,card_purchase,pending,2024-07-03 02:43:00,2024-07-03 02:44:17
2dc38f85-61a6-4a9f-b976-5935208141a2,008b8a04-3b43-40ae-af3b-ddebf5ddd358,008b8a043b43-settled,85380935-5d1f-4548-9532-efabf6ccba4a,\N,783fe5b8-6598-4e2f-9dee-2b39b9405c17,47.41,0.85,USD,card_purchase,settled,2024-07-03 06:17:00,2024-07-03 06:22:51
4ac0907b-e68c-451b-bd6c-27678664b5a6,008ee9d4-298c-4d0e-8681-6390ca60b656,008ee9d4298c-pending,20dc70bf-4d5f-4abd-8932-837331a2c030,\N,4a2bc66a-bb28-49d4-8789-c0a61d92805e,55.63,0.0,SGD,card_purchase,pending,2025-01-25 12:46:00,2025-01-25 12:50:29
ee95e358-e279-4153-8aa4-da495747c9f6,008ee9d4-298c-4d0e-8681-6390ca60b656,008ee9d4298c-settled,20dc70bf-4d5f-4abd-8932-837331a2c030,\N,4a2bc66a-bb28-49d4-8789-c0a61d92805e,55.63,1.0,SGD,card_purchase,settled,2025-01-25 15:18:00,2025-01-25 15:21:09
407356d9-9ca5-46c3-9649-e9be03cd3942,008ee9d4-298c-4d0e-8681-6390ca60b656,008ee9d4298c-reversed,20dc70bf-4d5f-4abd-8932-837331a2c030,\N,4a2bc66a-bb28-49d4-8789-c0a61d92805e,55.63,0.0,SGD,card_purchase,reversed,2025-01-25 20:35:00,2025-01-25 20:36:19
351a24c8-24e7-42d5-9150-274f53ed67c0,00a48e92-62d1-45ca-9c70-0be9b1c00560,00a48e9262d1-pending,4bc06c7c-d877-4908-b844-3c810fcf1292,\N,45166fa1-2845-4d45-b495-0359fb9c97a3,339.13,0.0,USD,card_purchase,pending,2024-09-30 16:23:00,2024-09-30 16:26:34
adf6626d-c9d8-4cf2-bafa-68ab8b5c002b,00a48e92-62d1-45ca-9c70-0be9b1c00560,00a48e9262d1-settled,4bc06c7c-d877-4908-b844-3c810fcf1292,\N,45166fa1-2845-4d45-b495-0359fb9c97a3,339.13,6.1,USD,card_purchase,settled,2024-09-30 18:54:00,2024-09-30 19:02:32
1e2abcd7-d94b-4d2e-862d-d94293c3dd50,00a6e200-ba3a-4853-9019-ea9ac7b3a154,00a6e200ba3a-pending,c71f5295-f024-4f50-82fd-5d67c92b1c63,\N,3470b6eb-6e47-46a8-beef-1029c663ac7e,40.67,0.0,USD,card_purchase,pending,2024-09-02 22:06:00,2024-09-02 22:12:02
af40d206-7178-413e-8cfc-33f4efe3af46,00a6e200-ba3a-4853-9019-ea9ac7b3a154,00a6e200ba3a-settled,c71f5295-f024-4f50-82fd-5d67c92b1c63,\N,3470b6eb-6e47-46a8-beef-1029c663ac7e,40.67,0.73,USD,card_purchase,settled,2024-09-03 00:59:00,2024-09-03 01:03:48
bb378b4e-24a2-4516-b259-963ccbc2ca5a,00b04e92-d9cd-4bfe-ae9a-cc36d4cb76bb,00b04e92d9cd-pending,85380935-5d1f-4548-9532-efabf6ccba4a,\N,15047727-18d1-4b87-a8c0-51c376d29172,339.05,0.0,USD,card_purchase,pending,2024-11-11 09:28:00,2024-11-11 09:28:20
3e42cf36-bdf3-4931-8f16-b8773af6ea25,00b04e92-d9cd-4bfe-ae9a-cc36d4cb76bb,00b04e92d9cd-settled,85380935-5d1f-4548-9532-efabf6ccba4a,\N,15047727-18d1-4b87-a8c0-51c376d29172,339.05,6.1,USD,card_purchase,settled,2024-11-11 13:04:00,2024-11-11 13:12:23
8037e89c-ddfd-47d5-98b5-c77efdac62ad,00b31340-f474-4435-add4-c33e595daa34,00b31340f474-pending,a55aee34-e332-4676-b61e-154c8e4697d8,\N,6ae86cb5-58df-421e-b464-cd059b03a3f2,295.92,0.0,USD,card_purchase,pending,2025-07-02 04:35:00,2025-07-02 04:36:14
0387d528-71c5-4238-8673-2cba10725b96,00b31340-f474-4435-add4-c33e595daa34,00b31340f474-declined,a55aee34-e332-4676-b61e-154c8e4697d8,\N,6ae86cb5-58df-421e-b464-cd059b03a3f2,295.92,0.0,USD,card_purchase,declined,2025-07-02 05:04:00,2025-07-02 05:05:58
226467c7-1b2c-4c0d-b173-5577928f5133,00b9b1cf-1708-476e-8ce7-d6e6402899ce,00b9b1cf1708-pending,26ee9507-0ae8-45ec-acf6-951e89927534,0cc1b91d-497d-48a5-a467-080efd2f6168,\N,320.96,0.0,USD,transfer,pending,2024-11-19 04:22:00,2024-11-19 04:24:22
0fa26958-fa17-4f87-beb4-138f3fa5130d,00b9b1cf-1708-476e-8ce7-d6e6402899ce,00b9b1cf1708-settled,26ee9507-0ae8-45ec-acf6-951e89927534,0cc1b91d-497d-48a5-a467-080efd2f6168,\N,320.96,1.28,USD,transfer,settled,2024-11-19 04:34:00,2024-11-19 04:42:59
9f4b0e87-7252-4216-8c7e-e69140fec666,00bdccc6-5aaa-4ee9-af17-b83a5e9d8e72,00bdccc65aaa-pending,3c469195-79b4-4c07-a4be-63ab1c60bb68,\N,3e151c2f-f17e-4836-94b3-5dfe8859fd3e,77.56,0.0,GBP,card_purchase,pending,2025-06-01 18:16:00,2025-06-01 18:16:41
96306309-4886-439a-87af-0288b0de870d,00bdccc6-5aaa-4ee9-af17-b83a5e9d8e72,00bdccc65aaa-declined,3c469195-79b4-4c07-a4be-63ab1c60bb68,\N,3e151c2f-f17e-4836-94b3-5dfe8859fd3e,77.56,0.0,GBP,card_purchase,declined,2025-06-01 18:58:00,2025-06-01 19:03:41
fb317f8b-b152-4a1b-89b4-6e78beb3089e,00c40296-f708-4cab-802c-0ad8364f6c30,00c40296f708-pending,cf352a01-48b5-4f27-96a4-f8d4d755bc3e,\N,9830c3f6-6ad6-4ba8-93ea-4f5c4377cf65,307.41,0.0,GBP,card_purchase,pending,2025-07-03 18:37:00,2025-07-03 18:40:41
95e45622-6d3a-4bb5-a17d-047b016cedef,00c40296-f708-4cab-802c-0ad8364f6c30,00c40296f708-settled,cf352a01-48b5-4f27-96a4-f8d4d755bc3e,\N,9830c3f6-6ad6-4ba8-93ea-4f5c4377cf65,307.41,5.53,GBP,card_purchase,settled,2025-07-03 23:10:00,2025-07-03 23:11:31
8d430963-37cb-477e-9dd6-95037cb97dfc,00f9ddfc-5225-410f-ace1-05f3f0d24a0e,00f9ddfc5225-pending,b25ff2e0-60ce-42e4-8997-5b234faa294a,\N,69dc109c-79b6-4955-8e02-f3310ff96448,300.59,0.0,GBP,card_purchase,pending,2025-08-12 13:23:00,2025-08-12 13:24:11
403b32d3-e524-4c70-890c-2903ac4ea11f,00f9ddfc-5225-410f-ace1-05f3f0d24a0e,00f9ddfc5225-settled,b25ff2e0-60ce-42e4-8997-5b234faa294a,\N,69dc109c-79b6-4955-8e02-f3310ff96448,300.59,5.41,GBP,card_purchase,settled,2025-08-12 17:00:00,2025-08-12 17:04:49
abadca13-4616-4b86-8843-6651084ac26f,00ff0e7c-47f4-475a-828c-aeacbadce834,00ff0e7c47f4-pending,49c64c70-a685-42fd-897a-a51618fb0cd5,\N,ff93113c-975e-4153-acea-da6d693a9189,158.27,0.0,USD,card_purchase,pending,2025-08-17 00:09:00,2025-08-17 00:14:14
cff83807-375a-46d0-b994-1b291b147963,00ff0e7c-47f4-475a-828c-aeacbadce834,00ff0e7c47f4-settled,49c64c70-a685-42fd-897a-a51618fb0cd5,\N,ff93113c-975e-4153-acea-da6d693a9189,158.27,2.85,USD,card_purchase,settled,2025-08-17 02:44:00,2025-08-17 02:53:00
a549c2a7-0466-45e6-a32d-cc62e4341460,0100d929-d2c9-412c-9486-06679a9c00b2,0100d929d2c9-pending,76a08935-a15d-43a2-ad66-119409c314bf,\N,0b774303-ed2b-4a94-af45-ad19d793a066,50.3,0.0,USD,card_purchase,pending,2024-08-25 01:57:00,2024-08-25 02:03:31
5493fe9d-751f-41ee-97fc-5d857a26de9c,0100d929-d2c9-412c-9486-06679a9c00b2,0100d929d2c9-settled,76a08935-a15d-43a2-ad66-119409c314bf,\N,0b774303-ed2b-4a94-af45-ad19d793a066,50.3,0.91,USD,card_purchase,settled,2024-08-25 02:18:00,2024-08-25 02:26:09
ba9602ca-2352-45df-95c1-5bed346becdb,010c3491-4b2e-43a0-8732-ce7d7fcbaf64,010c34914b2e-pending,7c140dba-c823-4fe4-a2c7-8b5469b531d7,\N,9284db56-8d63-4b93-9dc8-a8f74f5d8edf,262.27,0.0,USD,card_purchase,pending,2025-02-15 17:01:00,2025-02-15 17:06:08
07d7b90d-aa70-44ea-883d-d7906658fbf2,010c3491-4b2e-43a0-8732-ce7d7fcbaf64,010c34914b2e-settled,7c140dba-c823-4fe4-a2c7-8b5469b531d7,\N,9284db56-8d63-4b93-9dc8-a8f74f5d8edf,262.27,4.72,USD,card_purchase,settled,2025-02-15 19:09:00,2025-02-15 19:10:07
24b76e89-4e61-4dd9-acfe-4a6b4c8a1ec4,010c3491-4b2e-43a0-8732-ce7d7fcbaf64,010c34914b2e-reversed,7c140dba-c823-4fe4-a2c7-8b5469b531d7,\N,9284db56-8d63-4b93-9dc8-a8f74f5d8edf,262.27,0.0,USD,card_purchase,reversed,2025-02-16 14:22:00,2025-02-16 14:27:06
c298347b-59ad-40ed-9d87-e8b4b31433f3,010f5c19-37bb-47e9-9d58-7a7b6b6b80e4,010f5c1937bb-pending,cbc72207-2f82-44a0-b866-c1443cbd9b41,\N,c9a46eaf-3e5e-46d4-89b5-b7720ea47600,318.57,0.0,USD,card_purchase,pending,2024-04-13 14:23:00,2024-04-13 14:29:38
e1c87bce-d552-4f3e-8358-f2a880be6281,010f5c19-37bb-47e9-9d58-7a7b6b6b80e4,010f5c1937bb-settled,cbc72207-2f82-44a0-b866-c1443cbd9b41,\N,c9a46eaf-3e5e-46d4-89b5-b7720ea47600,318.57,5.73,USD,card_purchase,settled,2024-04-13 18:05:00,2024-04-13 18:11:28
c40bea1d-1531-48fc-850f-06d50151fe09,011e60a7-06fc-45d9-a0ca-e2fa30b6814c,011e60a706fc-pending,9f03692f-9d5b-49cb-90a5-466ba8d5db44,\N,0b774303-ed2b-4a94-af45-ad19d793a066,270.84,0.0,USD,card_purchase,pending,2024-11-12 09:46:00,2024-11-12 09:53:28
e4530180-edb9-48ea-88bd-26a78efd51c4,011e60a7-06fc-45d9-a0ca-e2fa30b6814c,011e60a706fc-settled,9f03692f-9d5b-49cb-90a5-466ba8d5db44,\N,0b774303-ed2b-4a94-af45-ad19d793a066,270.84,4.88,USD,card_purchase,settled,2024-11-12 14:53:00,2024-11-12 15:01:31
9506b518-1952-4021-848c-21ce0f229ecb,011ec90a-a4e2-470f-aaca-89f77d330eed,011ec90aa4e2-pending,f39d1407-e144-4940-aefa-e06f7b0e3f0c,\N,45c5d7d4-b1c4-49e5-bd85-83b7b161acb4,164.34,0.0,USD,card_purchase,pending,2025-01-01 04:07:00,2025-01-01 04:12:11
79fd8b1e-303a-469c-8dfd-b89d8d769167,011ec90a-a4e2-470f-aaca-89f77d330eed,011ec90aa4e2-settled,f39d1407-e144-4940-aefa-e06f7b0e3f0c,\N,45c5d7d4-b1c4-49e5-bd85-83b7b161acb4,164.34,2.96,USD,card_purchase,settled,2025-01-01 05:52:00,2025-01-01 05:56:19
84ba9ea6-9de4-4faa-b3f5-a0190ac1853f,012af19c-818b-45b7-b6c6-328ec54baa4d,012af19c818b-pending,2d0b2859-cb7c-450f-94e8-df2703f40e41,\N,d8cfa107-f374-4f15-98ea-39e68c6903db,178.88,0.0,USD,card_purchase,pending,2025-03-22 23:27:00,2025-03-22 23:30:01
b6a4eba2-2985-4d6f-801c-5c8b0636e168,012af19c-818b-45b7-b6c6-328ec54baa4d,012af19c818b-settled,2d0b2859-cb7c-450f-94e8-df2703f40e41,\N,d8cfa107-f374-4f15-98ea-39e68c6903db,178.88,3.22,USD,card_purchase,settled,2025-03-23 01:17:00,2025-03-23 01:17:55
2cf7cdc1-f923-44e8-9804-0579ab315088,013372eb-c5ad-40a1-ae43-4eed9deeb6da,013372ebc5ad-pending,18858530-a7b0-4a7a-aa83-8af7453bc50c,\N,9109774d-67b3-4aa3-91ca-e03082fc873e,83.51,0.0,USD,card_purchase,pending,2025-05-02 13:38:00,2025-05-02 13:39:13
ec93860b-37d0-4398-8508-113636fb109e,013372eb-c5ad-40a1-ae43-4eed9deeb6da,013372ebc5ad-settled,18858530-a7b0-4a7a-aa83-8af7453bc50c,\N,9109774d-67b3-4aa3-91ca-e03082fc873e,83.51,1.5,USD,card_purchase,settled,2025-05-02 18:17:00,2025-05-02 18:20:27
5ed85f4f-417d-4bca-b2f4-2a1ada775c18,0140ff28-8232-4dbe-b443-352955d959a1,0140ff288232-pending,68db3a26-54ff-4e0e-8ee4-8b8a49ccf4a7,\N,e17e4c03-654d-4a5a-9a51-073b517cc851,330.18,0.0,EUR,card_purchase,pending,2024-09-23 14:30:00,2024-09-23 14:35:34
02f7be26-6942-42d5-8475-d508d2a9811e,0140ff28-8232-4dbe-b443-352955d959a1,0140ff288232-pending,68db3a26-54ff-4e0e-8ee4-8b8a49ccf4a7,\N,e17e4c03-654d-4a5a-9a51-073b517cc851,330.18,0.0,EUR,card_purchase,pending,2024-09-23 14:30:00,2024-09-23 14:38:55
c3941592-44c1-40f2-8c4e-b72d784e7c33,0140ff28-8232-4dbe-b443-352955d959a1,0140ff288232-settled,68db3a26-54ff-4e0e-8ee4-8b8a49ccf4a7,\N,e17e4c03-654d-4a5a-9a51-073b517cc851,330.18,5.94,EUR,card_purchase,settled,2024-09-23 15:52:00,2024-09-23 15:57:15
1d9f58d8-b20b-4618-9b8a-0708cb192fef,0152a3f1-01ae-4bdf-a2bf-d7bdaad1c650,0152a3f101ae-pending,8045fa93-5652-4268-a20c-053223591a1a,6b55ac63-f1c4-49d9-a8f9-e7abec294a93,\N,438.07,0.0,USD,transfer,pending,2025-11-24 01:00:00,2025-11-24 01:07:20
56b18cae-263c-42e3-bad5-089b8577d783,0152a3f1-01ae-4bdf-a2bf-d7bdaad1c650,0152a3f101ae-pending,8045fa93-5652-4268-a20c-053223591a1a,6b55ac63-f1c4-49d9-a8f9-e7abec294a93,\N,438.07,0.0,USD,transfer,pending,2025-11-24 01:00:00,2025-11-24 01:10:42
e0eff0a9-2d68-4f00-a045-578ea331c27d,0152a3f1-01ae-4bdf-a2bf-d7bdaad1c650,0152a3f101ae-declined,8045fa93-5652-4268-a20c-053223591a1a,6b55ac63-f1c4-49d9-a8f9-e7abec294a93,\N,438.07,0.0,USD,transfer,declined,2025-11-24 03:48:00,2025-11-24 03:51:31
1afa2934-f2bb-4374-bf00-f0604ffa0b26,0154ba81-f131-46b2-8f0c-ee2f0063b715,0154ba81f131-pending,ec55e0bd-9bdc-4740-b8f7-8373dd51b0ce,\N,8c63bf1e-f7f1-470f-93a9-97983163fc99,116.6,0.0,USD,card_purchase,pending,2025-04-16 20:59:00,2025-04-16 21:07:29
b796a50d-bc26-4798-9008-8bf1425d29e4,0154ba81-f131-46b2-8f0c-ee2f0063b715,0154ba81f131-settled,ec55e0bd-9bdc-4740-b8f7-8373dd51b0ce,\N,8c63bf1e-f7f1-470f-93a9-97983163fc99,116.6,2.1,USD,card_purchase,settled,2025-04-17 01:44:00,2025-04-17 01:49:33
e58b078a-9c97-4324-8dda-91efc50beab0,015c41ac-ff04-4172-ab60-44859d6fcac5,015c41acff04-pending,b7c8395f-d0fe-4347-9f6d-9971b356ae4c,\N,5ba2f804-5651-4d36-a671-5b8d474fb0d7,44.07,0.0,USD,card_purchase,pending,2024-10-02 06:44:00,2024-10-02 06:45:02
